sentimen,tweet,labels
netral,janji tak ambil gaji jika pilih prabowosandi ikut jejak para presiden kenal ini,1
netral,iya memang lebih kecil tetapi pngetahuan tata kelola ekonomi negara jauh kelas,1
netral,prabowo sudah buat apa untuk rakyat kecil sedang gaji karyawannya ajabelum bayar sampai sekarangheheheheee,1
negatif,aku kurang ya aku prabowo dulu kristen sekarang mualaf ibu kristen hashim kristen tidak bisa salat wudhu gera salah tidak bisa aji pecat dari tentara nasional indonesia dari elite bajing,0
netral,prabowo dan sandi niat tidak ambil gaji kalau jabat ini memang gaya donald trump dia memang enggak mau gaji ya sudah tajir mau bagaimana lagi,1
netral,di bawah perintah pak bangun spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang mula ribuliter jadi liter,1
netral,cc kurang dana atau tidak mau tau atau apa plisssjangan biar dukung jokowiamin olah tidak ada yang peduli harga suara mereka,1
netral,om prabs kalau mau bangkit ekonomi lepas dari hutang dunia lepas dari cengkeram elite global kunci satu jangan pakai uang kertas balik pakai emas dan perak bagai alat tukar sudah itu saja risiko lawan dunia kita hadap sama bagai satu bangsa,1
negatif,gaji karyawan yang terkatungkatung apa kabar,0
negatif,jokowi rakyat bilang citra jokowi baik bilang akting jokowi salat cela prabowo tidak bisa salat aji dan wudhu salah kalian tidak mau melek dari sini ajesih sudah ketaker sih iya otak kalian itu berapa astaga,0
netral,presiden jokowi dan raja salman akan tingkat kerja sama ekonomi,1
negatif,sampah id yang gajih km siapa kamu mau menang dengan cara begini,0
negatif,sekarang pegawai negeri sipil podo turu lemas soal kerjoe benar awas mangkane menang dukung prabowo ben bisa turu gaji gede fakkk pahlawan minta jasa,0
positif,turut kembang ekonomi syariat sesuai dengan yang amanat maruf amin aliansi kiai kampung madura akma siap menang jokowi,2
netral,lah itu arti ekonomi anda baik saja malah bisa pakai kg,1
negatif,rakyat ingin kerja kerja impor dari cina rakyat panen padi beras impor rakyat ingin sembako murah suruh tanam sendiri tani karet minta naik harga suruh tanam jengkol jokowi memang tau mau rakyat ya rabi moga otak masih sehat,0
netral,janji tak ambil gaji prabowosandi persis donald trump,1
positif,di pimpin presiden jokowi indonesia maju saat ekonomi dunia tidak tentu,2
netral,berita itu berita lama desa ada beberapa milik sawah yang tidak cocok harga sawah itu juga dilewatin bangun jlnnya termsk sawah kakak telah ada titik temu ya sambung jalan tol sdhlah demi allah aku bicara jujurngga ada hubnya dengan calon presiden,1
netral,maaf mas saya tidak pakai yang subsidisaya pakai ygkgsoal harga sudah tera di nomor regnya dan wajib di tempel kan di dinding toko biar masyarakat taumangkanya saya tanya ke abg saya kenapa harga brubahkatanya di ubah pak jokowisubsidinya di alih,1
netral,video dengan sudut pandang beda mau atau sama saja video yang bahas cara real masalah energi sosial lingkung ekonomi politik dan budaya dari batubara,1
negatif,aduh bego nya kampret yankayak begini presidem belum jokowi ya masuk susilo bambang yudhoyono aduh kampret otak nya maundi reparasi tetap goublokbbm itu sekarang ikut harga pasar jadi kalau naik ya naik kalau turun ya turun bahan bakar minyak subsidi tidak naik kampret ilmu cetek saja belaga,0
positif,saya selalu doa dalam hatiagar pak jadi presiden risaat ini ekonomi buruk paksampai ponsel saya tutup karena ekonomi masyarakat carut marutdn ketika jadi presiden nanti tolong baik ekonomi masyarakat pakwslm hati,2
netral,presiden jokowi raja salman sepakat tingkat kerja sama ekonomi,1
negatif,media asing yang mana ayo tunjuk yang mana jangan cuma beranganangan lantas tabur fitnah aku sudah jijik dengan bohong dan sombong kamu banding kamu tidak ada apaapanya samasama makan gaji dari bayar pajak tapi kamu banyak tidur,0
netral,jangan anda dapat harga ribu karena itu toko abang anda,1
negatif,kualitas obama sama prabowo ya kayak langit samacomberan lahobama tidak pernah masalah dalam karier lah kalau prabowo di pecat terus gaji karyawan tidak dibayarwowo sama lurah ada belum tentu lebih pinterjokowi sudah jadi jabat alam makanya bisa jadi presidenbangun pret,0
netral,harga ribu untuk konsumen atau pakai pribadi kalau untuk dagang jatuh rbtabung,1
netral,tapi siap sodaqohkan gaji nya,1
netral,alam dalam ekonomi sudah malang rintang yakni dengan diri koperasi baitul mal wa tamwil bmt jenis koperasi syariat pictwittercomhqusxmadi,1
netral,charles honor jokowi bangun indonesia lewat ekonomi kreatif,1
netral,presiden dan raja salman gelar temu bilateral di istana pribadi raja alqasr alkhas minggu sore dalam temu yang langsung lepas jamu santap siang itu dua sepakat akan tingkat kerja sama di bidang ekonomi foto dan berita bpmi pictwittercomjrxibsbz,1
netral,tetapi kenapa fokus akan hal begitu unicorn lah dan lain lain tidak lama nya dunia digital baik contoh ecomerce memamg harga lebih murah tapi putus mata rantai distribusi sehinga distributor bisa jual langsung barg sehingga masarakat tidak dapat bagai keutungan bagai ecer,1
netral,prabowosandi kembali tegas tidak akan ambil gaji bila pilih,1
netral,jika pilih prabowosandiaga janji tak ambil gaji,1
positif,kalau mau listrik turun kalau mau harga jangkau kalau mau layan badan selenggara jamin sosial baik kalau mau honorer lebih baik dan lain lain maka tusuk prabowo sandi tempat mungut suara,2
netral,tutup debat pamungkas ala prabowosandi jika beri mandat nanti seperserpun gaji tidak akan mereka ambil,1
negatif,utang prabowo bwjibun bukan utng ln lo utang pribadi puluh triltun jadi gaji tidak diambilbusyeettt jangan utang bebas tidak bayar jemarin sudah minta pailit biar tidak bayar tetapi perintah tidak mau mk bwrambiai umbar janji,0
negatif,jangan harap banyak hadap prabowo untuk saling paham atau harga sama koalisi bahkan surat sepakat untuk jadi agus harimurti yudhoyono bagai calon wakil presiden ingkar apalagi hadap rakyat tidak ada kawan dalam politik yang ada penting saat,0
negatif,pakai uang pajak atau uang pribadi pak kok anak bini ajak segala,0
netral,mas di samping toko saya pangkal gas punya agen untuk satu kmpung dan kuota di batasinharga sudah tera di nomor registrasi pangkalanya tbg jadi agen itu tidak bisa mainkn harga lagi apalagi jal ke jual lagi karena kuota trbatas,1
positif,yang janji mau ngehapusin pajak malah bikin hutang negara tambah lo mbak ada pajak itu buat negara lo,2
netral,jokowi dan raja salman pakat kerja sama di bidang ekonomi,1
positif,izin sampai bang aspirasi teman saya di desa hasil utama asal dari lada merica semenjak rezim ini kuasa harga lada jadi murah mereka harap ketika prabowo sandi kuasa bisa mengstabilkan harga,2
negatif,masalah pak janji bahwa ekonomi roket eh malah nyungsep itu masalah link di bawah untuk ingat pak atas janji bapak apa pak mau aku gagal penuh janji cc twit,0
negatif,ini maksud apa ya pak memang ngitung tumbuh ekonomi bagaimana turut anda pak,0
netral,bagai capai telah hasil capai khusus tumbuh ekonomi di era perintah jika sangat jauh tingkat hyperlink,1
netral,kompak mula dari satu rasa saling harga hormat dan lengkap dengan begitu pasti bangsa ini dapat pikir maju ke depan,1
negatif,lah dari games bisa beli mobil mewah beli rumah punya dapat dapat harga kasih makan orang di rumah kamu bilang tidak bobot kamu balik saja k hidup jaman soeharto orbaaaa hidup cendana,0
netral,tanya saja pada diri anda juga apa masih sehat juga tidak anda semua harga tidak cuma gas lpg saja yang sudah ada het kalau anda mau harga rbbeli di pangkal atau agen atau di spbu yang sedia lpg banyak yang antre malah desa baik saja masmakane kalau anda ingin duit bnykkerja keras mas,1
netral,tax ratio xx dan ada tax amnesty saja para usaha dan laku ekonomi sudah berat dan teriak apalagi xx apa yang sudah jalan perintah jokowi bidang pajak sudah efektif sekali bukti dengan tembus target terima pajak pada tahun,1
negatif,apa holdang holding pakai istilah world class segala tapi duit parkir di luar negeri tak ada pengaruh ekonomi ke ekonomi nasional,0
netral,ayo id ri segera usut kalian di gaji oleh rakyat,1
netral,benar kondisi badan usaha milik negara kita goyah prabowo subianto kata badan usaha milik negara badan usaha milik negara yang jadi benteng akhir ekonomi nasional saat ini malah goyah benar kutip,1
negatif,pikir kembang esport itu main doang aplikasi yang ada di smartphone itu banyak yang mulai dari main doang terus jadi aplikasi yang banyak manfaat kata siapa anggur gaji banyak baca buka wawas jangan mpermalukan gen z,0
positif,anda sehatpangkalan itu harga sudah di tentu masanda fkir saya bodohjustru semenjak jokowi subsidi gas di kurang di alih kan ke dana program keluarga harap tadijadi cuma i bolak balik ajagk perlu orang pintar kalau cuma mbolak balik subsidi,2
positif,apa yang jadi harga mati apa yang jadi jokowiamin untuk negara satu republik indonesia,2
netral,pak prabowo dan pak sandi pak jokowi itu sudah laku semenjak jadi wali kota gaji beliau di kasih ke warga solo yang butuh,1
positif,prabowosandi memang pasang yang harmonis tahu diri dan erti posisi masingmasing bukan pencintraan bukan kepurapuraan mereka saling harga satu sama lain beda dengan pasang goal getter dan boneka,2
negatif,kamu kampung loetekhnologi digital sekarang mampu raih dapat ekonomi yang harus diperhatikanprabowo saja yang orang kunotaunya elus elus ekor kuda,0
positif,yang biasa ngemplang pajak korupsi main proyek mafia impor seperti sudah pada meriang takut prabowo menang,2
positif,moga yang amanah ikhlas tegas ekonomi pro rakyat kecil peduli tani nelayan buruh dagang kecil yang tuju masyarakat yang adil makmur sejahtera dan aman insyaallah pak prabowo subianto dan sandi aga menang pilih presiden bulan april amin x ya rabbal alamin,2
netral,ribu kalau anda beli di agen langsungmalah dapat ribu kalau gas ribu itu dari agen ke konsumen arti orang jual ya pasti cristiano ronaldo untungitu namane putar roda ekonomi,1
negatif,milu miskin yang buat hal ini jadi kalau para dukung jokowi bilang ekonomi tingkat hal seperti ini tidak kita temu di tiap acara jokowi,0
positif,pak kalau bapak jadi boleh tidak saya minta minta kecil saja tolong hapus kan denda dari telat bayar listrik air telepon pajak badan selenggara jamin sosial dan lain lain yang butuh inti rakyat karena denda itu jujur walaupun kecil nilai tapi berat untuk kami,2
positif,milik pikir yang cemerlang untuk maju ekonomi indonesia lalu konsep ekonomi umat kh maruf amin sangat cocok damping jokowi maju di pilih presiden,2
positif,itu cuma untuk state bahwa pakde sudah naik gaji dan tunjang saat pak prabowo baru janji akan naik,2
positif,april mari kita subuh jemaah kita gaung selawat dan doa moga dan pilih jadi presiden ke ri moga beliau amanah kerja untuk rakyat kembali daulat indonesia cara ekonomi moga kita semua adil makmur,2
positif,play station bilang debat ada ekonomi indonesia saat ini bukan salah tetapi salah pimpin dahulu jadi untuk gemar jangan salah jokowi lagi ya karena bos sudah bilang itu bukan salah jokowi makin mantap pilih,2
negatif,ayo ikut amal hadiah dengan coblos prabowosandi jadi presidenwapres tanpa gaji itu gila,0
positif,kalau pak prabowo dan bang sandi tak ambil gaji jika pilih nanti dan seluruh gaji akan serah kepada fakir miskin dan dhuafa maka saya janji untuk terus sama orang tua dalam juang untuk,2
netral,jokowi dan raja salman sepakat tingkat kerja sama ekonomi via,1
positif,tapi yang pasti aku lebih tarik sama program jokowi utama yang trans sumatra karena aku mau banget ekonomi sumatra jauh kembang dari sekarang,2
positif,rakyat indonesia bangga punya bapak jokowi yang harga oleh raja arab saudi terima kasih bapak,2
positif,nasionalisme beliau luar biasa di dunia internasional dalam beberapa hari ingin pilih umum beliau masih saja kunjung dan beri solusi kerja sama kembang ekonomi indonesia yang akan datang mantap bapak jokowidodo lanjut,2
netral,jokowi juga mampu imbang serang prabosan soal mikro dia bahkan sengaja seret prabosan dengan visi makro nya bidang ekonomi digital dan bahas dari sisi mikro di sini sandi alami salah fatal dengan sebut besar data untuk elektonik kartu tanda duduk,1
netral,gas normal saja kg bahan bakar minyak aman sajamalah tara harga seluruh indonesia tidak seperti duluitu arti adil sosial bagi seluruh rakyat indonesia sembako normal ajamas saya ini jual makan jadi tiap hari belanja ke pasar belanja gabilang mahal ojek online dumeh,1
netral,prabowo sebut ekonomi indonesia salah arah karena presiden belum jokowi kader demokrat kita keluar koalisi pictwittercomjtxgg,1
positif,do kamu want to tes kamu vice presiden sir saat ini hanya solusi untuk indonesia mau harga bahan pokok jangkau lapang kerja sedia sejahtera dan status guru lebih baik tenaga medis pasien di baik maka,2
netral,presiden jokowi dan raja salman sepakat tingkat kerja sama ekonomi lewat rri,1
positif,alhamdulillah dalam bangun ekonomi dan perata yang adil pasti akan alami batu aral dan pasti akan ada pihak yang rasa jadi korban tapi apa yang bapak kerja dan laku saat ini saya percaya dan yakin suatu saat anak dan cucu saya yang rasa,2
positif,sudah jelas unggul dong menang telak ekonomi memang jago pak,2
netral,jika pilih prabowosandi akan sumbang gaji untuk anak yatim dan dhuafa,1
positif,ekonomi salah satu bangkit bangsateruskan perjuagan pak prabowosandikami dari padang lawassumattra utara rajuddin harahapselalu sama pak prabowosandi doa dan dukugan sama kita doakanmenjadi pak presiden dan wakil presiden tahun amin,2
netral,presiden dan raja salman gelar temu bilateral di istana pribadi raja alqasr alkhas minggu sore dalam temu sebut presiden dan raja salman sepakat akan tingkat kerja sama di bidang ekonomi foto dan berita biro pers setpres pictwittercomyyjuomqqbc,1
netral,kalau dekat hari h biasa harga tiket turun,1
netral,jokowisalman pakat tingkat kerja sama ekonomi,1
netral,menang pilih presiden prabowosandi komitmen tidak ambil gaji walapun rupiah lewat,1
positif,wajibpak jokowi periode harga mati,2
negatif,bikin puisi tentang ekonomi persen kayak nya,0
negatif,ada bukti harga barang di sana turun karena tol,0
netral,jokowi dan salman pakat tingkat kerja sama ekonomi antara news jawa barat,1
positif,siapa nanti presiden tolong program pertama harga tiket pesawat buat bulan puasa lebaran diturunin kayak tahun kemarin kasihan kami anak rantau yang rindu rumah mau puasa lebaran di rumah kangen masakan emak cc pictwittercomegmplcxmgt,2
netral,ini cara tingkat tax ratio tanpa buat ekonomi guncang dan juga di ninu ninu dong,1
netral,jika pilih prabowosandi akan sumbang gaji untuk anak yatim dan dhuafa lewat,1
netral,jika pilih prabowo janji turun harga listrik di hari pertama okezone news,1
positif,debat pamungkas jokowi visi dan misi jauh ke depan namun terlalu jawani untuk debat sama amin surprise elemen prabowo usung program pelita orde baru sandi uno excellent closing namun kena smash jokowi di ekonomi makro nice debat pictwittercomfeewanlb,2
